개방자치단체코드,관리번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3300000,202433000000900034,화장실-07호,방범용,화장실,연산홍 화장실,부산광역시 동래구 낙민동 87,부산광역시 동래구 낙민동 87,35.193555,129.091984,양방향,Y,N,N,,2017,2024-01-17,Y,부산광역시 동래구청,051-550-6642,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:21
3300000,202433000000900016,동래구-비상벨-16,방범용,가로변,내성 지하도 1(내산초방면),부산광역시 동래구 중앙대로1335번길 38,부산광역시 동래구 온천동 700-1,35.207139,129.076327,양방향,Y,N,Y,화상통화,2020,2024-01-17,Y,부산광역시 동래구청,051-550-4355,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:20
3300000,202433000000900017,동래구-비상벨-17,방범용,가로변,내성 지하도 2(동래역방면),부산광역시 동래구 중앙대로1335번길 38,부산광역시 동래구 온천동 700-1,35.207139,129.076327,양방향,Y,N,Y,화상통화,2020,2024-01-17,Y,부산광역시 동래구청,051-550-4355,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:20
3300000,202433000000900021,동래구-비상벨-21,방범용,가로변,경북쌀상회 앞,부산광역시 동래구 명안로9번길 60,부산광역시 동래구 안락동 510-11,35.19792,129.10097,양방향,Y,N,Y,화상통화,2021,2024-01-17,Y,부산광역시 동래구청,051-550-4355,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:20
3300000,202433000000900027,동래구-비상벨-27,방범용,가로변,민들레유치원,부산광역시 동래구 차밭골로49번길 41,부산광역시 동래구 온천동 345-15,35.216632,129.075678,양방향,N,N,N,화상통화,2023,2024-01-17,Y,부산광역시 동래구청,051-550-4355,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:21
3300000,202433000000900018,동래구-비상벨-18,방범용,가로변,온천동 J마트 앞,부산광역시 동래구 금강로 74번길 21,부산광역시 동래구 온천1동 444-72,35.21536126,129.0787309,양방향,Y,N,Y,화상통화,2020,2024-01-17,Y,부산광역시 동래구청,051-550-4355,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:20
3300000,202433000000900006,동래구-비상벨-06,방범용,공원,그린라인파크,부산광역시 동래구 수안로48번길 35,부산광역시 동래구 수안동 37-6,35.19802,129.087508,미연계,N,N,N,,2018,2024-01-17,Y,부산광역시 동래구청,051-550-6962,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:20
3300000,202433000000900001,동래구-비상벨-01,방범용,공원,그린라인파크,부산광역시 동래구 온천천로301번길 61,부산광역시 동래구 수안동 56-2,35.19802,129.087508,미연계,N,N,N,,2018,2024-01-17,Y,부산광역시 동래구청,051-550-6962,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:20
3300000,202633000000900001,복산-01,방범용,기타,복산동 골목,부산광역시 동래구 칠산로39번길 23 (칠산동),부산광역시 동래구 칠산동 29-1,35.20765211835,129.0961673341,양방향,N,N,N,,2024,2026-05-14,Y,도시관리과,051-550-4848,2026-05-14,,2026-05-15 22:27:56,2026-05-14 09:33:46
3300000,202433000000900029,화장실-02호,방범용,화장실,수영강변친수공간 화장실,부산광역시 동래구 안락동 1063-1,부산광역시 동래구 안락동 1063-1,35.195968,129.113871,단방향,Y,N,N,,2018,2024-01-17,Y,부산광역시 동래구청,051-550-4441,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:21
3300000,202633000000900005,온천1-01,방범용,가로변,스타뷰23 아파트 가로변,"부산광역시 동래구 금강로61번길 37 (온천동, 스타뷰23)",부산광역시 동래구 온천동 345-24 스타뷰23,35.21561784912,129.0753979559,양방향,N,N,N,,2023,2026-05-14,Y,도시관리과,051-550-4848,2026-05-14,,2026-05-15 22:27:56,2026-05-14 09:40:56
3300000,202633000000900003,복산-03,방범용,기타,복산동 골목,부산광역시 동래구 칠산로39번가길 42 (칠산동),부산광역시 동래구 칠산동 1-77,35.20550990881,129.0953241594,양방향,N,N,N,,2024,2026-05-14,Y,도시관리과,051-550-4848,2026-05-14,,2026-05-15 22:27:56,2026-05-14 09:32:09
3300000,202633000000900004,복산-04,방범용,기타,복산동 골목,부산광역시 동래구 동래로179번길 42 (칠산동),부산광역시 동래구 칠산동 93-2,35.20530750717,129.0908951601,양방향,N,N,N,,2024,2026-05-14,Y,도시관리과,051-550-4848,2026-05-14,,2026-05-15 22:27:56,2026-05-14 09:33:21
3300000,202433000000900004,동래구-비상벨-04,방범용,공원,그린라인파크,부산광역시 동래구 수안로48번길 8,부산광역시 동래구 수안동 85-2 그린라인파크,35.19802,129.087508,미연계,N,N,N,,2018,2024-01-17,Y,부산광역시 동래구청,051-550-6962,2024-01-19,I,2026-05-15 18:45:46,2024-01-19 14:03:20
3310000,202633100000900156,부산남구13,방범용,가로변,이수하이츠 앞,부산광역시 남구 진남로36번길 77,부산광역시 남구 대연동 281-17,35.138591,129.086147,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900127,부산남구42,방범용,가로변,동명유리상사 앞,부산광역시 남구 유엔평화로9번길 22,부산광역시 남구 대연동 1738-1,35.134059,129.092980,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900116,부산남구53,방범용,가로변,weather 편의점(용호점) 옆,부산광역시 남구 용호로197번길 12,부산광역시 남구 용당동 532-2,35.114703,129.111765,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900099,부산남구70,방범용,가로변,토영마을 인근,부산광역시 남구 용호로216번길 34,부산광역시 남구 용호동 536-9,35.113118,129.108918,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900113,부산남구56,방범용,가로변,거창기업옆 현수막거치대,,부산광역시 남구 문현동 1215-8,35.128238,129.067898,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900124,부산남구45,방범용,가로변,남강카센타 앞,부산광역시 남구 천제등로46번길 22,부산광역시 남구 대연동 899-16,35.132192,129.088390,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900125,부산남구44,방범용,가로변,정원빌라 앞,부산광역시 남구 유엔로157번길 15,부산광역시 남구 대연동 882-3,35.130858,129.093239,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900159,부산남구10,방범용,가로변,석포로83번길 30,부산광역시 남구 석포로83번길 30,부산광역시 남구 대연동 1132-10,35.12651,129.08864,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900134,부산남구35,방범용,가로변,목련5차아파트 상가동 앞,부산광역시 남구 용호로198번길 66(용호4동),부산광역시 남구 용호동 482-8,35.11617,129.10896,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900141,부산남구28,방범용,가로변,우암동 셉테드4,부산광역시 남구 우암번영로34번길 4-19,부산광역시 남구 우암동 189-562,35.126744,129.070578,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900146,부산남구23,방범용,가로변,우암동도시숲 입구,부산광역시 남구 동제당로 258,부산광역시 남구 우암동 127-44,35.12717198,129.0749074,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900153,부산남구16,방범용,가로변,용당어린이집 삼거리,부산광역시 남구 신선로329번길 74 (용당동),부산광역시 남구 용당동 238-1,35.1134292,129.0930649,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900160,부산남구9,방범용,가로변,삼호빌라,부산광역시 남구 유엔로157번가길 57,부산광역시 남구 대연동 1723-10,35.13275471,129.0965226,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900100,부산남구69,방범용,가로변,오륙도어린이집 앞,부산광역시 남구 동명로118번길 140-6,부산광역시 남구 용호동 755-2,35.113873,129.109512,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900102,부산남구67,방범용,가로변,용호4동 공영주차장,,부산광역시 남구 용호동 485-2,35.116447,129.110188,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900131,부산남구38,방범용,가로변,용호3동 행정복지센터 앞,부산광역시 남구 동명로145번길 37(용호3동),부산광역시 남구 용호동 368-16,35.12115,129.11298,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900167,부산남구2,방범용,가로변,대연롯데캐슬 어린이공원(기부체납),부산광역시 남구 진남로127번길 94,부산광역시 남구 대연동 산 140-24,35.13727873,129.078,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900138,부산남구31,방범용,가로변,새봄빌 앞(예전 명칭 모닝마트),부산광역시 남구 유엔평화로 41번길 108(대연1동),부산광역시 남구 대연동 852-1,35.131162,129.0980467,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900129,부산남구40,방범용,가로변,가마치 통닭 앞,부산광역시 남구 수영로 266번길 13,부산광역시 남구 대연동 376-8,35.135165,129.096141,양방향,Y,N,N,,2021,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900168,부산남구1,방범용,가로변,대연롯데캐슬 어린이공원(기부체납),부산광역시 남구 진남로127번길 94,부산광역시 남구 대연동 1781-48,35.13729331,129.078,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900098,부산남구71,방범용,가로변,용호4동 주민센터 앞 사거리,부산광역시 남구 용호로216번길 18-3,부산광역시 남구 용호동 534-24,35.112981,129.110052,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900109,부산남구60,방범용,가로변,한빛어린이집,부산광역시 남구 장고개로85번가길 16,부산광역시 남구 문현동 1091-2,35.131378,129.068868,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900085,부산남구84,방범용,가로변,뚱보네돼지갈비,부산광역시 남구 용소로13번길 43,부산광역시 남구 대연동 53-31,35.137260,129.102936,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:14
3310000,202633100000900096,부산남구73,방범용,가로변,창의놀이학교 루젠 앞,부산광역시 남구 동명로169번길 18,부산광역시 남구 용호동 501-1,35.119809,129.115701,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900147,부산남구22,방범용,가로변,동항중학교앞,부산광역시 남구 양지골로 248 (감만2동),부산광역시 남구 감만동 176-82,35.119087,129.0854622,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900155,부산남구14,방범용,가로변,백광세탁,부산광역시 남구 동명로 164번길 93,부산광역시 남구 용호동 521-21,35.114705,129.113861,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900162,부산남구7,방범용,가로변,대연6주택재개발 어린이공원2-1,부산광역시 남구 홍곡로 309,부산광역시 남구 대연동 1896,35.12189374,129.0894132,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900133,부산남구36,방범용,가로변,석포여중 앞,부산광역시 남구 유엔평화로126번길 33 (용당동),부산광역시 남구 용당동 592-7,35.12348,129.09489,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900104,부산남구65,방범용,가로변,수성부동산앞,부산광역시 남구 석포로 26,부산광역시 남구 감만동 19-17,35.122444,129.083833,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900119,부산남구50,방범용,가로변,우암번영로34번길 8 앞,부산광역시 남구 우암번영로34번길 8,부산광역시 우암동 189-563,35.126740,129.070504,양방향,Y,N,N,,2017,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900158,부산남구11,방범용,가로변,돌산아랫마을 안심길,부산광역시 남구 고동골로69번길 47-41,부산광역시 남구 문현동 553-15,35.144684,129.070094,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900139,부산남구30,방범용,가로변,선상상회 앞,부산광역시 남구 석포로56번길 56 (감만2동),부산광역시 남구 감만동 3-9,35.1213884,129.0868774,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900149,부산남구20,방범용,가로변,백운초교인근_예림문구앞,"부산광역시 남구 동명로92번길 58 (용호4동, 동양아파트)",부산광역시 남구 용호동 481-1,35.1168143,129.107028,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900151,부산남구18,방범용,가로변,태성그렌저빌라 앞,부산광역시 남구 유엔로169번길 32,부산광역시 남구 대연동 871-13,35.1316189,129.0948934,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900093,부산남구76,방범용,가로변,솔내음파크 맞은편,부산광역시 남구 동명로157번길 45,부산광역시 남구 용호동 372-1,35.121022,129.114675,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900114,부산남구55,방범용,가로변,용당새마을금고(본점) 맞은편,,부산광역시 남구 용당동 132-12,35.115370,129.094918,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900154,부산남구15,방범용,가로변,동일아파트 101동 뒤,부산광역시 남구 양지골로251번길 70-3 (감만2동),부산광역시 남구 감만동 3-356,35.1199272,129.0831311,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900140,부산남구29,방범용,가로변,장수탕 뒤,부산광역시 남구 석포로 32번길 33 (감만2동),부산광역시 남구 감만동 29-31,35.121482,129.08506,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900108,부산남구61,방범용,가로변,장고개로85번길 계단,부산광역시 남구 장고개로85번길 32-2,부산광역시 남구 문현동 1093-16,35.131576,129.069360,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900122,부산남구47,방범용,가로변,천제등로46번길 56 앞,부산광역시 남구 천제등로46번길 56,부산광역시 남구 대연동 1203-63,35.131043,129.086945,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900106,부산남구63,방범용,가로변,감만2동행정복지센터뒤편 골목길,부산광역시 남구 석포로32번길 8,부산광역시 남구 감만동 20-38,35.122438,129.084644,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900163,부산남구6,방범용,가로변,대연6주택재개발 어린이공원2,부산광역시 남구 홍곡로 309,부산광역시 남구 대연동 1170-72,35.12189374,129.0894132,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900097,부산남구72,방범용,가로변,동림부동산앞,부산광역시 남구 동명로 165,부산광역시 남구 용호동 375-32,35.119041,129.114880,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900144,부산남구25,방범용,가로변,당산로 42 앞,부산광역시 남구 당산로 42,부산광역시 남구 우암동 93-9,35.12635,129.0776763,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900120,부산남구49,방범용,가로변,우암로200번길 56 앞,부산광역시 남구 우암로200번길 56,부산광역시 남구 우암동 189-361,35.125440,129.072268,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900148,부산남구21,방범용,가로변,성도연립 앞,부산광역시 남구 신선로 337번길 26 (용당동),부산광역시 남구 용당동 309,35.11596563,129.0934489,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900165,부산남구4,방범용,가로변,대연6주택재개발 어린이공원1,부산광역시 남구 석포로86번길 80,부산광역시 남구 대연동 969-16,35.12627257,129.09082,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900115,부산남구54,방범용,가로변,다함께 돌봄센터 앞,부산광역시 남구 신선로329번길 22-5,부산광역시 남구 용당동 289,35.115295,129.093612,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900089,부산남구80,방범용,가로변,해마루원룸앞 삼거리,부산광역시 남구 황령대로492번길 70,부산광역시 남구 대연동 455-27,35.136488,129.104318,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:14
3310000,202633100000900112,부산남구57,방범용,가로변,배정고등학교진입로,,부산광역시 남구 문현동 901-9,35.134218,129.067244,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900161,부산남구8,방범용,가로변,대연6주택재개발 소공원,부산광역시 남구 홍곡로 309,부산광역시 남구 대연동 1898,35.12189374,129.0894132,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900166,부산남구3,방범용,가로변,대연롯데캐슬 어린이공원(기부체납),부산광역시 남구 진남로127번길 94,부산광역시 남구 대연동 산 140-24,35.13727873,129.078,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900103,부산남구66,방범용,가로변,동천초등학교뒷편담장골목길,,부산광역시 남구 감만동 14-6,35.121713,129.083493,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900121,부산남구48,방범용,가로변,장고개로9번길 2-4 앞,부산광역시 남구 장고개로9번길 2-4,부산광역시 남구 우암동 189-683,35.126299,129.070912,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900126,부산남구43,방범용,가로변,경방빌라 앞,부산광역시 남구 유엔평화로29번길 19,부산광역시 남구 대연동 885-9,35.132337,129.093149,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900143,부산남구26,방범용,가로변,일광슈퍼,부산광역시 남구 전포대로48번길 27,부산광역시 남구 문현동479-13,35.14225143,129.0673475,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900128,부산남구41,방범용,가로변,청풍각 앞,부산광역시 남구 수영로250번길 70,부산광역시 남구 대연동 1721-14,35.133767,129.097035,양방향,Y,N,N,,2021,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900095,부산남구74,방범용,가로변,한국조형예술고 인근,,부산광역시 남구 용호동 374-8,35.120925,129.115974,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900130,부산남구39,방범용,가로변,린다비스타 앞 골목길,부산광역시 남구 수영로 274-6,부산광역시 남구 대연동 1661-7,35.135310,129.096410,양방향,Y,N,N,,2021,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900110,부산남구59,방범용,가로변,범일마트 앞,,부산광역시 남구 문현동 1138-12,35.130633,129.068994,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900164,부산남구5,방범용,가로변,대연6주택재개발 어린이공원1-2,부산광역시 남구 석포로86번길 80,부산광역시 남구 대연동 969-16,35.12627257,129.09082,양방향,N,N,N,,2018,2024-01-10,Y,부산광역시 남구,051-607-4284,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900137,부산남구32,방범용,가로변,GS편의점 앞,부산광역시 남구 못골로 73(대연5동),부산광역시 남구 대연동 1415-8,35.13608,129.09042,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900087,부산남구82,방범용,가로변,부경플라워,,부산광역시 남구 대연동 1633-1,35.139061,129.106115,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:14
3310000,202633100000900145,부산남구24,방범용,가로변,우영연립 근처,부산광역시 남구 황령대로352번가길 22,부산광역시 남구 대연동 219-23,35.146332,129.094929,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900136,부산남구33,방범용,가로변,솔개다리 정류소 옆,부산광역시 남구 무민사로 30(감만1동),부산광역시 남구 감만동 267-9,35.11276,129.08175,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900117,부산남구52,방범용,가로변,새마을금고 오륙도지점,부산광역시 남구 동명로152번길 105,부산광역시 남구 용호동 530-63,35.114700,129.112468,양방향,Y,N,N,,2024,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900105,부산남구64,방범용,가로변,동천초등학교앞,,부산광역시 남구 감만동 22-15,35.121944,129.084102,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900152,부산남구17,방범용,가로변,솔밭 어린이공원 앞,부산광역시 남구 동명로 113 (용호1동),부산광역시 남구 용호동 413-8,35.1203,129.1094838,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900150,부산남구19,방범용,가로변,백경사인근사거리(112신고표지판),부산광역시 남구 고동골로 18번길 31(문현3동),부산광역시 남구 문현동 189-45,35.138788,129.072888,양방향,N,N,N,,2019,2024-01-10,Y,부산광역시 남구,051-607-4352,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900094,부산남구75,방범용,가로변,꿈샘어린이집앞,부산광역시 남구 동명로163번길 33,부산광역시 남구 용호동 373-4,35.120526,129.115210,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:15
3310000,202633100000900092,부산남구77,방범용,가로변,풍년곱창 앞,부산광역시 남구 용소로28번길 22-1,부산광역시 남구 대연동 394-10,35.134785,129.099451,양방향,Y,N,N,,2025,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:20,2026-05-14 13:37:14
3310000,202633100000900123,부산남구46,방범용,가로변,대연동현대아파트 앞,부산광역시 남구 천제등로28번길 50,부산광역시 남구 대연동 1203-47,35.131811,129.086486,양방향,Y,N,N,,2022,2025-12-03,Y,부산광역시 남구,051-607-4664,2026-01-01,,2026-05-15 22:28:21,2026-05-14 13:37:15
3310000,202633100000900135,부산남구34,방범용,가로변,문현초 문현여고 사이,부산광역시 남구 고동골로 86-34(문현1동),부산광역시 남구 문현동 117-16,35.14459,129.07356,양방향,N,N,N,,2020,2024-01-10,Y,부산광역시 남구,051-607-4646,2024-01-10,,2026-05-15 22:28:21,2026-05-14 13:37:15
