개방자치단체코드,관리번호,자전거보관소명,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,보관대수,설치연도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형명,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3330000,202533300000300354,센텀고등학교 정문 옆,부산광역시 해운대구 해운대로 246,부산광역시 해운대구 재송동 1222,35.1769373,129.1272515,10,2019,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300256,2호선 벡스코역 8번출구,,부산광역시 해운대구 우동 1090-13,35.1695159,129.1381829,7,2017,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300345,수영강자전거도로 동천교 부근,,부산광역시 해운대구 석대동 591-6,35.2168511,129.1188659,20,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300310,세종월드프라자 B동 뒤,,부산광역시 해운대구 좌동 1479-3,35.1691839,129.1768402,10,2017,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300315,2호선 장산역 7번출구,,부산광역시 해운대구 좌동 1479-3,35.16963,129.1765761,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300289,2호선 장산역 6번출구,,부산광역시 해운대구 좌동 1467-4,35.1700784,129.1767755,10,,거치형,Y,Y,태양광식,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300336,좌4동행정복지센터 앞,부산광역시 해운대구 좌동순환로 183,부산광역시 해운대구 좌동 1407-6,35.177855,129.1755454,20,2009,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300325,신도중학교,부산광역시 해운대구 좌동순환로 50,부산광역시 해운대구 좌동 1345,35.170455,129.1668268,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300308,신곡초등학교 교문 좌측,부산광역시 해운대구 좌동순환로 290,부산광역시 해운대구 좌동 1324,35.107755,129.182769,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300306,"2호선 장산역 5,7번 출구 사이",,부산광역시 해운대구 좌동 1479-1,35.1694867,129.1763487,8,2009,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300257,2호선 벡스코역 9번출구,,부산광역시 해운대구 우동 1500,35.1685353,129.1380232,17,2009,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300307,신곡초등학교 교문 우측,부산광역시 해운대구 좌동순환로 290,부산광역시 해운대구 좌동 1324,35.1696173,129.182484,8,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300303,울트라타워 앞,,부산광역시 해운대구 좌동 1461-1,35.1720764,129.174736,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300328,장산인조잔디축구장 옆,,부산광역시 해운대구 좌동 1371-1,35.1752642,129.165231,31,2011,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300358,좌동로 89 앞,,부산광역시 해운대구 좌동 1456,35.172287,129.17459,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300350,센텀초등학교 옆,부산광역시 해운대구 센텀중앙로 166,부산광역시 해운대구 재송동 1198,35.1805187,129.1207512,10,2011,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300279,2호선 중동역 6번출구,,부산광역시 해운대구 중동 1756,35.1667713,129.1677831,10,2017,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300277,"해운대구청 정문, 후문",부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.1631438,129.1633599,40,2009,거치형,Y,Y,태양광식,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300298,좌1동 대동상가 횡단보도 앞,,부산광역시 해운대구 좌동 1288,35.1774683,129.1745583,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300262,수영만요트경기장 입구,,부산광역시 해운대구 우동 1393,35.1617678,129.140046,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300312,경남선경@와 영남@ 사이 산책로 입구,,부산광역시 해운대구 좌동 1447-2,35.1669357,129.1831703,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300339,송정해수욕장입구 교차로,,부산광역시 해운대구 송정동 288-58,35.1811617,129.2049126,20,2016,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300285,좌1동 행정복지센터 내,부산광역시 해운대구 양운로 91,부산광역시 해운대구 좌동 1458-2,35.1708627,129.174244,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300296,롯데3차아파트 304동 앞,,부산광역시 해운대구 좌동 1300,35.1770212,129.1769595,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300282,2호선 중동역 12번 출구,,부산광역시 해운대구 중동 1754-3,35.1667947,129.1673492,10,2010,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300287,2호선 장산역 14번 출구,,부산광역시 해운대구 좌동 1459-6,35.1692635,129.1753967,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300301,해운대문화회관,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1,35.1714092,129.1739645,8,2013,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300348,반송시장2번공영주차장 입구,,부산광역시 해운대구 반송동 756-239,35.2298602,129.1533087,14,2018,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300273,영화의거리 내(아델리스 103동 앞),,부산광역시 해운대구 우동 1436-1,35.1539942,129.1469145,7,2015,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300309,벽산1차아파트 상가앞,,부산광역시 해운대구 좌동 1321,35.170584,129.1786839,30,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300274,2호선 중동역 공영주차장,부산광역시 해운대구 해운대로 731,부산광역시 해운대구 중동 1758,35.167101,129.1701757,50,2019,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300269,2호선 동백역 1번출구,,부산광역시 해운대구 우동 993-10,35.1607438,129.1480169,25,2010,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300252,2호선 벡스코역 4번출구,,부산광역시 해운대구 우동 1089-1,35.1690961,129.1393774,10,2017,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300268,요트경기장내 공영주차장,,부산광역시 해운대구 우동 1393,35.161904,129.1398342,16,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300332,상당중학교 정문 왼쪽,부산광역시 해운대구 대천로103번길 48,부산광역시 해운대구 좌동 1406,35.1789313,129.1748801,20,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300241,2호선 동백역 4번출구,,부산광역시 해운대구 우동 991-2,35.1615414,129.1468626,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300330,신도중학교 후문,,부산광역시 해운대구 좌동 1350,35.1706517,129.1678403,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300280,2호선 중동역 9번출구(E마트앞),,부산광역시 해운대구 중동 1767,35.1664471,129.1670425,20,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300326,신도고등학교 앞,부산광역시 해운대구 좌동순환로 64,부산광역시 해운대구 좌동 1344,35.1714652,129.166672,20,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300254,2호선 센텀시티역 7번출구,,부산광역시 해운대구 우동 1502,35.1687878,129.1316984,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300304,거성빌딩 앞,,부산광역시 해운대구 좌동 1289-2,35.17834,129.1751,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202633300000300001,웃음누리공원,"부산광역시 해운대구 대천로 9, 웃음누리공원 (좌동)",부산광역시 해운대구 좌동 1347-4 웃음누리공원,35.16878594787,129.1680440568,7,2026,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2026-05-18,,2026-05-19 22:27:50,2026-05-18 13:41:33
3330000,202533300000300267,동백사거리 공영주차장,,부산광역시 해운대구 우동 1437,35.1575877,129.1512103,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300341,별바라기 공원내,,부산광역시 해운대구 반여동 1663,35.1979198,129.1178051,10,2015,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300251,2호선 벡스코역 1번출구,,부산광역시 해운대구 우동 1008-1,35.1681787,129.1389442,8,2017,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300313,sk뷰아파트 111동 옆 산책로 입구,,부산광역시 해운대구 좌동 1453,35.1660324,129.1828111,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300250,2호선 센텀시티역 4번출구,,부산광역시 해운대구 우동 1496,35.1698162,129.1313509,14,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300288,2호선 장산역 8번출구,,부산광역시 해운대구 좌동 1467-2,35.1697294,129.1758915,14,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300300,장산노인복지회관 옆 육교 아래,,부산광역시 해운대구 좌동 1305-1,35.1740209,129.1781757,15,2013,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300349,반송2동 공영주차장 내,,부산광역시 해운대구 반송동 303,35.2297924,129.1504944,17,2014,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300253,2호선 센텀시티역 1번출구,,부산광역시 해운대구 우동 1500,35.1691424,129.1325469,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300266,동백사거리 현대 베네시티 보도,,부산광역시 해운대구 우동 1432,35.1579598,129.1507396,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300343,수영강자전거도로 세월교 아래쪽(야외운동시설),,부산광역시 해운대구 반여동 1502-16,35.2003009,129.1147001,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300242,동백공원 공영주차장 내,,부산광역시 해운대구 우동 721,35.1550338,129.1506271,20,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300329,양운중학교 앞,부산광역시 해운대구 좌동순환로99번길 7,부산광역시 해운대구 좌동 1373,35.1750434,129.1669714,20,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300276,2호선 중동역 4번출구,,부산광역시 해운대구 중동 1757,35.1669343,129.1682137,10,2019,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300286,2호선 장산역 12번 출구,,부산광역시 해운대구 좌동 1459-6,35.1696726,129.1754307,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300318,왕자와 공주 유치원 앞,,부산광역시 해운대구 좌동 1438,35.1704781,129.1821687,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300302,대하프라자 수협 앞,부산광역시 해운대구 양운로 98,부산광역시 해운대구 좌동 1461-4,35.1716726,129.1743568,10,2017,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300347,반송시장1번공영주차장 내,,부산광역시 해운대구 반송동 756-239,35.2316621,129.1541513,40,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300281,로데오 아울렛 앞,부산광역시 해운대구 좌동순환로 473,부산광역시 해운대구 중동 1774-5,35.1634552,129.1692293,35,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300324,신도초등학교 앞,부산광역시 해운대구 좌동순환로 34,부산광역시 해운대구 좌동 1346,35.1694751,129.166851,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300244,해운대센트럴푸르지오 상가 투썸플레이스 앞,,부산광역시 해운대구 우동 587-1,35.164548,129.1610648,8,2009,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300335,양운고등학교앞,부산광역시 해운대구 양운로 176,부산광역시 해운대구 좌동 1395,35.1770873,129.1696092,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300283,동백초등학교 진입도로변,,부산광역시 해운대구 중동 1518-1,35.1643326,129.1799832,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300295,롯데3차아파트 302동 앞(상가 쪽),,부산광역시 해운대구 좌동 1300,35.1770415,129.1770271,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300275,2호선 중동역 1번출구,,부산광역시 해운대구 중동 1766-2,35.1664762,129.1695197,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300259,부산문화컨텐츠콤플렉스,부산광역시 해운대구 수영강변대로 140,부산광역시 해운대구 우동 1466-1,35.171171,129.1262776,20,2012,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300239,해운대센트럴푸르지오 상가 신협 앞,,부산광역시 해운대구 우동 587-1,35.1643866,129.1603655,8,2013,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300342,수영강자전거도로 세월교 아래쪽(진입로 입구),,부산광역시 해운대구 반여동 1502-16,35.20454,129.1183,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300337,좌4동 삼성아파트 옆 산책로 입구,,부산광역시 해운대구 좌동 1413,35.178691,129.1764641,10,2012,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300261,문화여고 앞 버스정류장 부근,,부산광역시 해운대구 우동 967-4,35.1627689,129.1457902,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300247,2호선 해운대역 7번출구,,부산광역시 해운대구 우동 539-10,35.1630566,129.1581984,7,2019,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300351,자전거종합서비스센터,,부산광역시 해운대구 재송동 705,35.1748572,129.1208216,27,2013,거치형,N,Y,태양광식,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300333,상당중학교 뒤 산책로,부산광역시 해운대구 대천로103번길 48,부산광역시 해운대구 좌동 1406,35.1793677,129.1753595,20,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300294,부흥중학교 정문 앞,부산광역시 해운대구 좌동순환로 226,부산광역시 해운대구 좌동 1304,35.1752829,129.1793254,36,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300245,송림공원 주차장,,부산광역시 해운대구 우동 700,35.1584497,129.1551326,20,2016,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300292,2호선 장산역 2번출구,,부산광역시 해운대구 좌동 1314-2,35.1706861,129.1778559,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300353,문화복합센터 입구 인도변,부산광역시 해운대구 센텀중앙로 170,부산광역시 해운대구 재송동 1192,35.181918,129.1205514,10,2017,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300290,화목타운 105동 앞,,부산광역시 해운대구 좌동 1310,35.1706685,129.1775708,20,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300291,화목타운 상가 앞,,부산광역시 해운대구 좌동 1310,35.1707322,129.1782845,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300243,2호선 해운대역 3번출구,,부산광역시 해운대구 우동 529-7,35.1635006,129.1590279,10,2009,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300278,2호선 중동역 5번출구,,부산광역시 해운대구 중동 1766-6,35.1663396,129.1677831,28,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300344,경전철 영산대역 2번출구,,부산광역시 해운대구 반송동 698-12,35.2256037,129.1464006,68,2017,거치형,Y,Y,태양광식,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300340,왕자맨션 버스정류장 옆(원동IC),,부산광역시 해운대구 반여동 1477-1,35.1940241,129.1164212,20,2010,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300272,홈플러스 해운대점 맞은편 보도,,부산광역시 해운대구 우동 1388-4,35.158905,129.1468945,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300327,홈플러스 익스프레스 좌동점 앞,부산광역시 해운대구 좌동순환로 78,부산광역시 해운대구 좌동 1270-2,35.1736706,129.1668062,10,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300321,양운중학교 후문,부산광역시 해운대구 대천로67번길 36,부산광역시 해운대구 좌동 1373,35.1755468,129.1666298,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300246,동백공원 입구,,부산광역시 해운대구 우동 743-2,35.1556463,129.1531316,7,2016,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300356,센텀중학교 정문 앞 육교 아래,,부산광역시 해운대구 재송동 1199,35.1757976,129.1234439,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300270,2호선 동백역 3번출구,,부산광역시 해운대구 우동 993-10,35.161374,129.14746,20,2017,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300297,좌1동 거성프라자 횡단보도 앞,,부산광역시 해운대구 좌동 1289-2,35.1774683,129.1745583,8,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300258,센텀 SK텔레콤사옥 앞,부산광역시 해운대구 센텀중앙로 70,부산광역시 해운대구 우동 1461,35.1741492,129.1276211,10,2011,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300271,해강초등학교 정문 왼쪽,,부산광역시 해운대구 우동 1005-19,35.162198,129.14057,7,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300317,좌산초등학교 후문,부산광역시 해운대구 좌동순환로311번길 7,부산광역시 해운대구 좌동 1444,35.169447,129.1824776,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300284,문탠로드 주차장내,,부산광역시 해운대구 중동 974-1,35.1607641,129.1708726,20,2009,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300293,부흥고등학교앞,부산광역시 해운대구 좌동순환로 248,부산광역시 해운대구 좌동 1306,35.1738868,129.1799183,26,,거치형,Y,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300320,해운대도서관,부산광역시 해운대구 양운로 183,부산광역시 해운대구 좌동 1385,35.1778002,129.168773,20,,거치형,Y,Y,태양광식,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3330000,202533300000300314,부흥공원,,부산광역시 해운대구 좌동 1325,35.1689126,129.1818739,10,,거치형,N,N,,N,051-749-4514,부산광역시 해운대구청,2025-06-30,I,2026-05-15 18:45:05,2025-10-28 13:39:08
3340000,202533400000300075,사하구-10,부산광역시 사하구 괴정동 1009-22,부산광역시 사하구 괴정동 1009-22,35.100218,128.993766,5,2012,거치형,N,N,,N,051-220-4556,부산광역시 사하구,2025-11-06,I,2026-05-15 18:45:05,2025-11-07 09:34:37
3340000,202433400000300054,사하구-65,부산광역시 사하구 다대동 1097-2,부산광역시 사하구 다대동 1097-2,35.057471,128.971438,10,2017,거치형,Y,N,,N,051-220-4556,부산광역시 사하구,2024-02-15,I,2026-05-15 18:45:05,2024-02-21 16:43:00
3340000,202533400000300009,사하구-70,부산광역시 사하구 장림동 374-4,부산광역시 사하구 장림동 374-4,35.074807,128.976827,5,2017,단독형,Y,N,,N,051-220-4556,부산광역시 사하구,2025-02-14,I,2026-05-15 18:45:05,2025-02-14 16:34:17
3340000,202533400000300129,사하구-64,부산광역시 사하구 장림동 374-4,부산광역시 사하구 장림동 374-4,35.074807,128.976827,5,2017,단독형,Y,N,,N,051-220-4556,부산광역시 사하구,2025-11-06,I,2026-05-15 18:45:05,2025-11-07 09:34:37
3340000,202533400000300114,사하구-50,부산광역시 사하구 다대동 285-2,부산광역시 사하구 다대동 285-2,35.060512,128.974557,10,1999,단독형,N,N,,N,051-220-4556,부산광역시 사하구,2025-11-06,I,2026-05-15 18:45:05,2025-11-07 09:34:37
3340000,202433400000300021,사하구-23,부산광역시 사하구 하단동 525-2,부산광역시 사하구 하단동 525-2,35.106423,128.963847,16,1999,단독형,Y,N,,N,051-220-4556,부산광역시 사하구,2024-02-15,I,2026-05-15 18:45:05,2024-02-21 16:42:59
